ECONOMY,"1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"          Colombia",306.6,335.2,393.6,463.3,473.2,596.1,657.1,583.9,537,511.1,460.7,473,464.6,433.4,463.2,446,547.9,537.8,506.5,509.9,558.5,607.4,726.7000000000001,686,807.5,1168.6,1508.6,1465,1873.8,2403.4,3009.8,3410.6,3924.3,2916.3,3023.6,3000.6,3461.6,3551.6,5101.6,4642.2,5037,5716.5,6720.5,7113.7,6900,7115.9,8478.9,10125.8,10587,11522.4,10890.1,11575.4,13043.3,12290,11911,13079.8,16223.5,21190,24390.83,29991.41,37625.9,32852.986,39713.3364,56914.939,60125.166,58823,54856.754567,36017.521665,31768.340981,37880.563162,41831.418273
"          Comoros","..","..",2,1,2,2,3,2.034,2.659,3.08,2.687,2.989,3.263,2.797,2.555,4.738,4.024,3.734,3.879,3.813,4.072,4.958,4.624,5.709,5.995,4.962,8.882,9.5,11.818,8.967000000000001,9.302,17.398,11.189,16.421,19.583,19.469,7.047,16.36,20.367,11.596,21.484,18.21,17.9349,24.9128,22.09,21.8569,11.2584,11,6.14,5.628,5.9485737662,9.054193059399999,13.602,17,19,26.7,18.631,12.025,9.927,13.813,6.521,14.957,20.607983,25.793,19.507,20.519887,25.89729,16.950452,30.643769,39.551401,52.038738
"          Congo",50,41,43,63,57,55,72,77,79,23,14,14.273,18.067,19.735,35.304,42.017,47.758,47.147,43.356,47.725,49.22,43.77,30.987,39.913,59.602,89.26900000000001,229.406,178.337,221.141,267.151,308.239,495.62,910.6420000000001,811.209,992.51,639.8390000000001,1182.64,1087.37,776.753,972.927,937.39,1246.68,981.03,1029.75,1178.73,1068.73,958.926,1172.6,1345.12,1668.24,1367.74,1560.02,2489,2055,2280,2677,3433,4745,6077.569,5635,8324.606,6100,9400,11851.034,10275.069,9028.216,8865.022299,4678.336802,4355.757864,6077.878585,10033.833783
"          Cook Islands","..","..","..","..","..","..","..","..","..","..","..","..","..","..",1.976,2.322,2.596,2.771,2.421,2.422,2.154,2.682,3.015,2.278,2.261,3.416,3.608,2.867,2.193,2.316,2.518,3.862,4,4,4,3,4,3,4.747,7.08,4.347,2.793,4.878,5.46,3.245,3.869,4.133,4.562,3.15,2.831,3.226,3.566,9.075900000000001,6.782,5.095,8.608000000000001,7.228,5.234,3.498,5.202,4.108,2.772,5.164,3.135,5.33,11,17.959153,14.17,13.49,20.33,15.65
"          Costa Rica",50.3,51.2,55.6,63.4,73.40000000000001,80.2,84.7,80.90000000000001,67.5,83.40000000000001,91.90000000000001,76.7,84.3,84.2,93,95,113.9,111.8,135.5,143.8,170.8,189.7,231.2,225.4,280.9,344.5,440.3,493.3,592.9,828.2000000000001,864.9,934.4,1001.7,1008.1,870.4,872.6,1006.4,976,1120.5,1158.3,1245.7,1414.6,1448.2,1597.7,1840.8,2625.5,2878.2,3475.9,3758.4,4334.5,5525.6,6662.4,5849.7,5021,5264,6102.2,6301.47,7026.4,8200,9337,9503.700000000001,8783.700000000001,9448.1,10408.4,11433.4,11481,11250,9421.549594,8256.029207,9555.500270000001,11201.218613
"          Côte d'Ivoire",42,42,78.643,99.89700000000001,107.609,109.041,156.07,146.183,150.604,135.106,149.782,141.509,158.282,194.143,194.641,232.066,298.701,279.193,311.855,326.305,423.647,451.269,470.948,459.309,553.467,857.148,1213.06,1180.63,1631.64,2157.29,2321.86,2514.46,3134.98,2533.36,2298.1,2090.53,2706.92,2969.45,3354.41,3109.76,2769.92,2807.45,3072.12,2686.07,2875.22,2518.69,2828.69,3734.96,4279.33,4150.12,4394.6,4298.37,3888,3946,5275,5788,6919,7697.339,8477,8668.862999999999,10390,11326.892,11410.180566,12635.155,12123.551,12049.429,12950.826,11730.492857,10875.569975,11853.057205,11262.937765
"          Croatia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4597.5,3910.32,4402.81,4517.25,4643.49,3981.33,4517.19,4302.5,4431.6,4666,4903.58,6186.63,8024.16,8773,10377,12364.3,14111.7,10473.8,11805.679021,13338.367882,12370.825,12666.91287,13835.01991,12924.69277,13812.76257,16069.12992,17371.70035
"          Cuba",710,578,667,806,694,675,563,611,695,845,763,638,618,625,521,544,714,686,593,705,651,671,1046,860,835,1410,2660,3677,3573,4000,4487,4827,5577,5406,5920,6432,6213,5983,6298,5401,5518,5353,5100,2800,1600,1000,1385,1600,2015,1812,1512,1496,1676,1661,1421,1688.4,2332.1,2318.592,3158.656,3980.667,3957.447,3092.127,4913.598,6439.815,5899.5,5283,4857,3349.64,2316.934,2970,2740
"          Curaçao","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",928.158,948.039,701.4640000000001,702.01,466.19,419,477.42,630
"          Cyprus",22.886,30.684,30.965,42.823,50.68,43.159,47.527,51.909,62.583,52.878,49.258,53.206,53.85,49.784,58.232,61.326,57.537,70.806,81.866,82.011,87.36,96,106.56,115.668,133.729,173.021,150.492,150.068,254.265,324.524,340.371,453.093,531.502,562.3680000000001,544.37,503.393,573.128,475.647,451.165,567.829,704.592,788.918,957.28,964.4109999999999,987.383,866.855,966.5650000000001,1229.11,1395.46,1250,1061.43,995.083,951.052,976,843,923,947.584,1464.838,1333.138,1394.003,1633.063,1257.346,1402.160491,1818.001651,1739.619,2019.24324,3163.72376,3295.31611,2964.46163,3287.3275,4974.30724
"          Czechia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",14466.3,16230.4,21686.1,21915.6,22746.5,26418.4,26556.049,29093.89,33323.867,38491.92,48701.511,68986.459,78110.304,94928.822,122498.273,146799.222,112955.49,132981.63539,162939.28182,157041.104,162320.18249,175021.89058,157877.45966,162692.39283,182142.55215,202196.99778
"          Czechoslovakia",753,806.2000000000001,779,845,874,994,1005,1176,1387,1358,1513,1727,1930,2046,2194,2462,2576,2689,2745,2864,3005,3319,3792,4180,4915,6035,7053,8356,9035,10818,11747,13197,14930,14910,15640,16500,17200,10660,12240,13630,14880,14450,11880,11460,12550,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Dem. Rep. of the Congo",245,235,261,387,391,398,397,456,536,473,406,489,480,300,340.698,459.478,318.25,306.126,424.333,445.747,570.322,680.345,781.367,687.146,737.757,1013.02,1381.29,864.984,943.535,988.616,931.182,1513.92,2269,1678,1601,1686,1928,1853,1844,1813,2460,2417,2326,1649,1246,1144,1256,1563,1547,1449,1422,809,806.6,880.4,1132.1,1377.7,1917.2,2402.8,2704.7,3100,4400,3500,5300,6600,6300,6300,7914.777241,5800,5400,7900,8800
"          Denmark",569.076,685.274,664.819,838.697,850.424,894.437,962.627,1057.31,1111.6,1173.28,1268.11,1398.26,1493.67,1537.25,1668.85,1907.88,2106.95,2319.77,2453.4,2538.38,2639.87,3018.67,3356.13,3680.09,4432.21,6248.34,7719.01,8712.25,9115.16,10065.1,11883.4,14696,16749,16094.6,15396.7,16053.3,15980.1,17090.2,21285.6,25675.4,28514,29570,36870,37824,41577,37794.952,42314.16,50911.252,51341.32,49276.645,48966.4,50343.092548,51165.794548,51704.859,57494.822,66512.404,77079.45200000001,85120.85000000001,92557.942,103171.308,116922.627,93984.00500000001,96440.242629,111864.02494,105469.232,110949.15898,111492.98413,95457.35195,95326.44394,102558.56019,108971.88124
"          Djibouti",9,12,6,12,10,13,12,12.7,12.3,10.2,16.1,19.2,20.9,22.3,25,22.13,23.5,27.921,26.941,23.107,12.034,11.764,9.818,5.3,8.239000000000001,19.445,20.695,14.849,15.952,18.928,17.747,11.383,13,9,13,11,13,14,20,28,23,25,25,17,16,12.1,12.1,13.6,29,31.2,28,27.5,31.6,32,35.623,37.249,37.981,39.5,55.171,58.069,68.75100000000001,77.368,85.133,92.70099999999999,118,119.626,129.163,133.580914,138.980142,142.302498,168.302955
"          Dominica","..","..",1,2,3,3,3,3,3,3,4,3.848,3.606,4.25,4.483,4.563,5.042,5.549,5.862,6.113,6.182,7.074,5.904,6.218,7.028,8.542999999999999,10.203,11.359,11.112,11.961,15.885,9.404,9.741,19.168,24.448,27.407,25.639,28.432,43.423,48.034,54.224,45.1,55.0296,54.2389,53.4619,48,47.3148,45.097,51.3111,52.3948,62.0196,55.7233,53.5826,44,43,40.004,41.995,41.783,41.473,36.833,39.994,33.486,36.824,28.985,33.85,35.493,36.00458,30.211,22.597,20.537,18.5
"          Dominican Republic",82.8,73.75,86.86,118.71,115.37,105.32,119.73,114.85,121.55,161.02,136.61,130.14,180.37,143.14,172.43,174.24,179.38,125.5,136.72,156.2,182.99,184.1,249.09,243.02,347.6,442.1,636.83,893.8,716.37,780.37,675.53,868.6,1217,1457,984,1083,1254,1228,1312,1498,1963,2241,2170,2449,2831,3211,3453,3780,4053,4614,4989,5137,5737,5276,5165,5471,5936,6145,6609.754,7160.2,6747.5,5482.9,6753.689,8492.1,9069.1,9651.1,9898.9,9441.799999999999,9839.6,10120.7,10965
"          Ecuador",46,41.7,77.336,70.822,102.17,93.21599999999999,125.131,114.356,116.211,133.2,133.978,141.37,146.013,125.812,144.431,119.957,143.552,164.101,154.616,189.65,226.29,192.96,189.9,199.1,326.3,532,1123.5,973.9,1257.5,1436.3,1557.5,2104.2,2480.8,2451.4,2327.4,2347.7,2620.4,2904.7,2171.5,1927.8,2192.4,2353.8,2714.3,2851.5,3007.4,2903.7,3819.9,4307.2,4899.9,5264.4,4202.9,4451.08,4926.63,4678,5042,6222.69,7752.89,10100,12728,14321,18818.325,13863.054,17489.922,22322.348,23764.756,24847.84705,25724.432489,18330.607692,16797.666153,19122.453496,21606.133825
"          Egypt",591.432,526.834,503.673,583.215,431.223,409.342,413.104,419.249,408.71,492.617,477.541,460.743,567.881,485.122,400.511,521.64,539.074,605.199,605.222,566.122,621.667,745.039,761.7140000000001,789.314,825.194,1120.71,1516.21,1401.95,1521.71,1708.39,1737.14,1839.76,3045.97,3232.83,3120.2,3214.4,3139.91,3714.21,2934.21,4351.44,5706.28,6764.47,2585.15,3659,3051.3,3105,3463.3,3434.7,3534.5,3920.6,3130.43,3559.36,5275.989,4824.51,5545.896,7407.766,9661.404000000001,12912.02,16728.1,19224,26223.758,23061.6,26437.816,30527.7,29409.2,29017.652435,26852.112622,21349,25468,25604,27624
"          El Salvador",45.6,54.96,69.52,85.52,88.28,89.59999999999999,105.04,106.92,112.72,138.48,116.04,113.28,116.52,119.16,136.24,153.8,178.08,188.72,188.88,207.24,212.52,201.76,229.36,228.24,273.318,352.04,462.56,531.4400000000001,743.28,972.36,848.4,1223.16,967,797,699,735,717,679,755,591,609,498,582,588,796,1032,1249,1652,1789,2416,2452,2510,2941,2864,2996,3128,3304.61,3418,3706,4014.5,4641.1,3866.2,4499.4,5308.3,5339.1,5491.1,5301.53,5509.04,5420.15,5760.01,5904.6
"          Equatorial Guinea",19,30,33,30,40,45,50,55,57,57,30,30,34,23,25,28,33,27,30,36,36,38,24.87,28.35,19.22,19.09,33.9,26.46,9.880000000000001,14.33,17.32,28.72,13.69,11.287,11.555,13.315,14.935,16.628,24.39,42,49.42,40.52,62.42,37.35,50.27,56.72,62,127.48,231.75,495.493,439,709,1097,1735,2117,2801,4598.843,7064,8207,10210,15217.785,9100,10000,13500,15500,14700,12800,6500,4900,5200,6100
"          Eritrea","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.4,42,78,85.9954,98.00490000000001,56.7971,28.0924,20.6787,37,19,51.821,6.619,11.31,11.32,12.27,13.22,11.2,11,13,430,480,315.539,630.272247,498.782577,436.410841,481.596708,573.456442
"          Estonia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",444,805,1303,1840.37824,2077.993472,2935.698944,3244.834048,3017.194127,3829.703514,4015,4336,5622,5932.476,7715.752,9691.936,11009.936,12457.754,9047.977000000001,11590.604805,16708.681162,16086.595,16315.73684,16042.47083,12829.24521,13179.59911,14540.76872,17006.31033
"          Eswatini","..","..",5,6,7,8,9,11,12,14,16,18,16.87,17.738,21.322,30.954,31.766,43.064,53.69,56.322,55.09,62.328,71.246,77.923,81.57299999999999,107.883,177.83,195.077,182.907,164.576,196.213,231.978,372.57,382.13,320.02,303.79,230.43,179.23,277.52,424.95,460.78,499.62,557.146,590.817,638.606,680.734,789.039,866.367,856.2480000000001,962.318,981.076,936.955,914.058,1054,1029,1637.78,1949.03,1770,1790,1880,1700,1660,1800,1910,1926,1894.782,2003.510647,1812.209516,1633.522741,1794.280669,1735.972307
"          Ethiopia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",168.901,198.832,372.49,422.624,417.478,586.877,560.655,467.248,485.644,455,480.234,496.362,678.302,903,1042.963,1277.145,1601.835,1618.166,2329.793,2875.286,2891.347,3112.018033,3427.375055,3049.637421,2918.700934,3162.571449,2803.334685
"          Ethiopia (...1991)",38.882,37.835,36.748,61.14,52.888,68.184,64.53700000000001,65.294,60.939,77.361,63.112,72.128,77.52200000000001,75.952,80.319,89.92700000000001,105.012,115.932,111.008,101.096,106.408,119.248,122.36,126.08,167,238.878,268.71,240.498,280.469,332.831,306.101,417.551,424.517,388.913,403.599,402.551,416.778,333.058,454.899,355.169,429.275,440.338,297.507,188.638,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Faroe Islands",16.6,15.1,10.7,11,10.1,9.4,12.3,11.3,13.5,13.3,13.5,11,14,14.1,18.3,19.8,19.7,25.7,22.1,25.5,20.5,24.3,33.5,37.6,46.2,78.5,80,80.5,104.587992,143.666304,141.603008,144.353808,178,169,150,170,159,179,249,345,348,346,418,435,438.16096,328.33152,326.417888,362,416,388,437,468,474,514,536,594,616,599,651,746.23,852.091,761.744,838.963,1007.684,951.985,1087.447,1110.45,1022.985113,1201.835475,1334.848028,1271.640538
"          Falkland Islands (Malvinas)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",7.64,4.85,3.52,7,7.5,11.45,25.04,17.22,25.38,17.06,16.69,17.94,12.07,13.3,19.67,30.06,62.08,64.7,105,112.96,87,79,84,145,120,150,130,160,170,140,170,180,200,170,190.213337,186.76,261.59,196.77,280
"          Fiji",24.62,22.392,19.701,18.452,27.748,33.247,28.353,32.187,28.416,39.641,42.522,40.962,39.137,33.108,39.717,55.912,65.87600000000001,53.604,49.076,52.938,56.406,61.125,71.55200000000001,72.312,78.351,94.202,154.309,170.381,135.346,180.423,198.498,257.052,376.852,400,377,306,332,307,336,380,431,494,497,450,443,450,572,619,748,621.649,512,609,585,537,515,668,693,701,694.179,754.737,921.9109999999999,629.674,841.361,1069.471,1220.602,1107.99,1373.264431,895.16,925.878,955.6130000000001,1025
"          Finland",500.735,468.637,390.043,866.5220000000001,717.391,572.174,680.87,788.261,773.913,836.766,774.375,835.312,988.75,1054.37,1103.75,1149.37,1290.94,1426.56,1505.31,1512.73,1635.49,1986.68,2306.45,2366.53,2913.34,3837.49,5489.7,5502.24,6341.8,7664.81,8570.120000000001,11172.4,14150.3,14004.5,13087.7,12518,13471.5,13617.1,16356.1,20037.1,21748.3,23297.6,26570.9,23079.9,23981.4,23495,29703,40498.776,41070.52,41474.037,43713.6,42283.115556,45988.652082,43237.037,45145.165,53171.107,61520.304,65497.616,77205.88000000001,90024.878,96455.386,62854.445,69517.83433300001,79142.44085299999,73076.85400000001,74446.73814,74332.5505,59817.48005,57908.45939,68073.49694,76066.79954000001
"          France",2058.985,2840.497,3133.746,4312.142,4124.789,4095.786,4396.831,5052.901,4735.531,5332.116,5224.335,5717.063,6970.925,7331.484,7513.419,8316.523999999999,9207.712,10288.879,11104.75,11662.23,13030.115,15315.684,18221.34,20932.59,26588.985,36876.17,46459.614,53343.674,57186.266,65458.752,79730.144,101094.166,116423,106841,97036,95325,97923,102028,125438,148892,168345,179926,217262,217683,236575,222229,251262,301933,305509,302144,320631,325526.141,326801.9543,323379.089,331719.22,392039.281,452105.85,463427.958,495867.84,559612.018,616240.123,484781.161,523767.03937,596472.77195,568708.369,580845.87564,580842.93761,506264.3645,501178.69,535188.36275,581816.1089699999
"          French Polynesia",9,9,8,10,8,8,10,12.453,13.279,14.669,16.039,12.288,12.533,11.527,10.828,10.239,11.105,10.251,17.38,12.995,11.569,14.074,18.222,17.289,14.663,18.786,31.704,25.266,21.993,16.381,36.7,28.809,30,29,28,35,32,40,41,83,75,89,111,128,106,147,221,193,253,224,247,253,221,195,183,156,199,217.055,235.271,196.52,195.493,148.271,153.191,168.036,138.899,151.488,170.105,130.194,172.532,153.153,147.565
"          Gabon","..","..",20,21,16,22,24,28,25,33.901,39.241,44.818,47.676,55.043,59.344,73.738,95.667,105.707,101.251,120.705,124.405,141.561,144.284,179.558,228.351,330.511,767.551,942.584,1134.74,1343.04,1107.21,1848.36,2172.76,2200.7,2160.64,2000.18,2011.41,1951.42,1270.55,1287.7,1195.58,1597.45,2203.74,2242.77,2082.04,2294.79,2350.3,2713.42,3183.84,3024.31,1915.75,2393.7,2598.135,2523.89,2409.295,3062.096,3727.628,5065.009,5450,6309,9565.944,5355.978,8685.978999999999,9765.530000000001,9492.74,9715,9158.299999999999,5589.990701,4362.673016,5677.736287,7081.870316
"          Gambia",8.898,7.095,6.401,9.43,11.088,8.007999999999999,8.529,7.375,7.151,11.603,12.18,8.282,7.79,9.446999999999999,9.99,8.669000000000001,9.234999999999999,13.675,15.904,17.838,12.893,16.488,16.858,13.397,19.213,24.916,42.962,44.242,34.698,47.472,39.214,58.162,31.158,27,44.052,48.49,48.916,43.219,35,40,58.325,27,30.7884,38.4758,57.2927,66.8629,35.1882,16.3558,21.348,14.7815,21.0795,12,16.13,8.832000000000001,17.385,4.69,18.083,7.463,11.463,13.337,13.67,65.919,68.291,94.913,118.848,106.204,104,90.120904,94.014948,105.895444,152.785212
"          Georgia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",68,69,155,151,199,240,191,238,323,318,346,461,646.903,865,936.172,1232.1,1495.3,1133.6,1677,2189,2376,2910.581,2861.045179,2204.7,2112.9,2735.5,3354.3
"          Germany","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",421100,402843,430042,380516.857,426600.426,523501.62,523924.92,512919.407,543222.4,544049.03408,550447.21846,571645.076,615830.758,751560.165,909886.9,970914.495,1108106.6,1321214,1446171.4,1120040.6,1258923.7,1473985,1401112.7,1444926.7,1494214.3,1326205.8,1334355.2,1448190.4,1560815.5
"          Germany, Democratic Republic of",320,330,406,713,739,968,1287,1278,1407,1811,1915,2143,2207,2281,2378,2713,2932,3070,3205,3456,3791,4153,4581,5076,6184,7521,8748,10088,11361,12024,13267,15063,18590,20670,22530,24530,25410,15200,14300,18100,21700,22200,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Germany, Federal Republic of",791,985,1992.86,3475,4031,4411,5246,6123.81,7348,8566.67,8807.139999999999,9807.139999999999,11415.5,12650.6,13244,14577.5,16229.7,17912.5,20157,21761.2,24888,28851.6,34228.4,38844.6,46736.5,67563.3,89368.39999999999,90175.60000000001,102162,118072,142453,171804,192860,176047,176424,169417,171735,183933,243326,294369,323323,341231,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Ghana",226.082,185.94,216.719,257.598,241.919,251.998,320.878,267.818,242.479,256.61,292.89,316.56,324.97,322.59,322.17,305.22,321.05,317.83,268.1,303.86,332.21,326.81,458.3,491.81,441.67,656.86,738.31,816.4400000000001,827.31,1014.55,1051.23,995.77,1258.13,1063.84,873.92,1158,540.6,622.92,876.46,950.6900000000001,1009.77,1020.14,897,617,1260.91,967.835,1428.72,1725.95,1670.83,1637.19,1796.59,1720,1670.904448,1716,1850,2324.296,2450,2802.207,3726.68,4194.72,5269.726,5839.71,7960.09,12785.42,13552.35,13751.92,13216.77,10321.09,11138.35,13835.02,14642.251653
"          Gibraltar","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",3.1,3.2,4.4,6.3,10,9.800000000000001,11.4,9.800000000000001,10,8.4,13.8,24.6,32.1,40.2,69,82.90000000000001,22.6,62.1,93.575846,128.65524,116.14915066,109.83558985,80.545350962,124.37398977,119.8,127.1,120.525,148,147.26,198.567,200,241,304,283,264.052,258.352,246.419,251.482,278.429,287.792276,294.861316,200,250,150
"          Greece",94,115,90.334,101.734,119.867,128.967,151.865,182.798,189.931,219.598,231.764,204.231,203.198,223.333,250.1,290.1,308.533,327.767,406,495.2,467.733,553.633,642.533,662.467,870.425,1456.13,2029.68,2294.31,2561.11,2756.29,3367.57,3884.88,5153.05,4246.41,4298,4413.18,4811.25,4538.81,5647.73,6532.86,5428.79,7544.56,8105.16,8673.280000000001,9842.860000000001,8452.282999999999,9401.825999999999,11053.445,11690.96,11329.659,10852.8,11079.904196,11721.55639,11351.876,10414.135,13381.922,15307.872,17278.409,20749.165,23578.075,26381.687,20469.098,27950.209034,33819.303114,35441.465,36236.16491,36004.80744,28707.89472,28170.33706,32643.3744,39473.63556
"          Greenland",4,3,5,7,8,6,6,5,6,9,7,8,8,8,9,11,10,13,15,13.2,11.7,14.2,14,19,21.9,31,91.5,87.40000000000001,86,92,102.4,164.8,186,186,172,181,169,174,260,346,391,418,452,341,333,313,285,371,369,293,255,277,273,268,303,347,381.402,402.4,396,431,487.48,360.05,380.073698,491.359,475.488,541.569,559.410075,406.288273,575.33374,563.140802,670
"          Grenada",4,4,4,3.877,3.97,4.086,4.964,5.113,2.836,2.687,4.869,4.415,4.178,3.459,3.539,4.582,4.212,6.343,5.948,4.897,4.922,7.998,6.038,5.159,5.483,7.383,9.503,12.405,12.963,14.353,16.883,21.407,17.387,19.021,18.551,18.92,18.19,22.308,28.8,31.593,32.815,30.333,26.4444,21.963,19.963,20.4074,23.8185,21.7481,20.0074,22.7815,35,36,48,43,38.261,41.67,31.574,27.645,25.371,33.411,30.538,29.188,24.972,31.326,34.604,36.815,36.944741,32.542,30.127,30.046,32
"          Guam",6,2,1,5,4,4,5,5.129,6.546,3.839,4.444,7.275,8.388,7.688,6.044,7,7,8,6.567,7.617,8.589,1.076,5.832,10.495,16.403,19.939,19.993,28.489,25.18,30.7,34.2,25,61,77,60,39,92,13,22,32,45,63,82,72.557,77.468,106.092,85.41500000000001,84.987,73.167,88.7,86,76,74,60.819,49.724,43.231,52.821,51.871,52.963,91.354,104.858,51.278,45.604,43.37,46.147,45.263,41.268,32.358,32.996,32.939,34
"          Guatemala",50.17,52.23,67.61,76.09,87.45999999999999,88.92,95.66,98.7,116.29,108.84,102.46,102.06,112.52,110.17,109.3,151.51,164.55,185.8,226.12,197.93,227.25,255.41,290.18,283.24,327.48,436.15,572.13,623.5,760.36,1160.22,1089.46,1241.4,1519.83,1226.1,1119.84,1158.8,1128.5,1057,1043.8,987.333,1021.7,1107.98,1162.97,1202.19,1295.29,1340.42,1550.2,1990.8,2056.3,2390.6,2562.7,2493.6,2711.2,2466,4162.1,4459.4,5036.4,5380.931,6025.163,6897.7,7737.4,7213.7,8462.5,10400.9,9978.700000000001,10024.794292,10803.467863,10674.779867,10462.558861,11001.477049,11018.518253
